robot1
td(ms),wD,wI,id,x,y,z,id,x,y,z
8760,5.351786,6.391402,1,0.394054,0.147776,0.939668,2,-9999.000000,-9999.000000,-9999.000000
8820,5.351786,6.391402,1,0.364596,0.139587,0.913893,3,-0.418115,0.137638,0.886923
8880,5.149229,5.799671,1,0.338751,0.144506,0.890263,3,-0.423567,0.140398,0.840687
8940,5.149229,5.799671,1,0.343303,0.144179,0.921880,3,-0.444445,0.139231,0.848027
9000,5.285928,5.695215,1,0.320723,0.142820,0.869895,3,-0.440068,0.140093,0.811275
9060,5.285928,5.695215,1,0.321302,0.143320,0.873394,3,-0.437712,0.135626,0.793847
9120,5.577215,5.900481,1,0.318388,0.144555,0.868744,3,-0.456705,0.137036,0.801113
9180,5.577215,5.900481,1,0.318207,0.145140,0.860787,3,-0.457192,0.134514,0.786534
9240,6.120082,6.183476,1,0.315985,0.145154,0.843614,3,-0.444176,0.130233,0.745689
9300,7.688442,7.511558,1,0.316098,0.140504,0.823466,3,-0.452333,0.128174,0.751069
9360,6.351647,5.752812,1,0.326320,0.144053,0.822486,3,-0.443475,0.128988,0.739845
9420,6.351647,5.752812,1,0.335638,0.139516,0.789843,3,-0.431525,0.126720,0.737332
9480,6.619934,5.467954,3,-0.411774,0.130337,0.733719,2,-9999.000000,-9999.000000,-9999.000000
9540,6.619934,5.467954,3,-0.390093,0.128102,0.728150,2,-9999.000000,-9999.000000,-9999.000000
9600,6.949209,5.556440,3,-0.366442,0.132325,0.719688,2,-9999.000000,-9999.000000,-9999.000000
9660,6.949209,5.556440,3,-0.358808,0.131371,0.723419,2,-9999.000000,-9999.000000,-9999.000000
9720,7.111876,5.744498,3,-0.334557,0.132916,0.710961,2,-9999.000000,-9999.000000,-9999.000000
9780,7.111876,5.744498,3,-0.318778,0.132614,0.703386,1,0.438234,0.129751,0.647548
9840,7.133283,6.128683,3,-0.304379,0.132344,0.690484,2,-9999.000000,-9999.000000,-9999.000000
9900,7.133283,6.128683,3,-0.291099,0.133041,0.684734,2,-9999.000000,-9999.000000,-9999.000000
9960,7.133283,6.128683,3,-0.284413,0.136562,0.682045,2,-9999.000000,-9999.000000,-9999.000000
10020,7.188727,6.054996,3,-0.267942,0.130185,0.668120,1,0.494177,0.124267,0.577758
10080,7.188727,6.054996,3,-0.256845,0.132010,0.657074,2,-9999.000000,-9999.000000,-9999.000000
10140,7.183875,6.241800,3,-0.242455,0.128755,0.637271,2,-9999.000000,-9999.000000,-9999.000000
10200,7.500000,7.500000,3,-0.231766,0.133209,0.631716,2,-9999.000000,-9999.000000,-9999.000000
10260,-7.359576,6.367296,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
10320,-0.000000,0.000000,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
10380,-7.359576,6.127367,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
10440,-7.359576,6.127367,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
10500,-0.000000,6.083739,1,0.347865,0.126194,0.573114,3,-0.389831,0.115572,0.495403
10560,-0.000000,0.000000,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
10620,0.000000,0.000000,1,0.370806,0.130480,0.581675,3,-0.384269,0.119210,0.514281
10680,-0.000000,-0.000000,1,0.373694,0.130636,0.583267,3,-0.381189,0.118329,0.511784
10740,-0.000000,-0.000000,1,0.364629,0.125309,0.574136,3,-0.387658,0.115494,0.517824
10800,-0.000000,-0.000000,1,0.373993,0.131012,0.580049,3,-0.381502,0.120763,0.526320
10860,-1.022054,-1.291012,1,0.380997,0.131613,0.588319,3,-0.376934,0.119802,0.536445
10920,-1.022054,-1.291012,1,0.387044,0.132807,0.598785,3,-0.372445,0.119674,0.540073
10980,-4.264537,-5.083250,1,0.388913,0.130278,0.602061,3,-0.366499,0.119955,0.548276
11040,-4.264537,-5.083250,1,0.395569,0.131723,0.610774,3,-0.365924,0.124901,0.574185
11100,-5.440527,-6.146558,1,0.403242,0.127605,0.618643,3,-0.360293,0.126390,0.597606
11160,-5.440527,-6.146558,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
11220,6.190241,6.568213,1,0.422778,0.127546,0.644079,3,-0.347980,0.127521,0.625031
11280,-6.190241,-6.568213,1,0.430665,0.127178,0.644086,2,-9999.000000,-9999.000000,-9999.000000
11340,6.417724,7.719919,1,0.450037,0.128536,0.659121,3,-0.320231,0.132173,0.668370
11400,-6.417724,-7.719919,1,0.459583,0.129952,0.653005,3,-0.308665,0.134770,0.706864
11460,6.667162,7.717073,1,0.480088,0.132445,0.668946,3,-0.292517,0.133409,0.726151
11520,-6.667162,-7.717073,1,0.481350,0.130079,0.669845,3,-0.289105,0.134525,0.742952
11580,-6.545007,-7.802405,1,0.499231,0.135305,0.681351,3,-0.275906,0.137925,0.773202
11640,-6.545007,-7.802405,1,0.507364,0.138269,0.686705,3,-0.258750,0.134081,0.781561
11700,-6.777905,-7.522760,1,0.517106,0.141770,0.706392,3,-0.246008,0.130930,0.777559
11760,-6.777905,-7.522760,1,0.520528,0.142391,0.728619,3,-0.256385,0.135411,0.824024
11820,7.176487,7.195316,1,0.512840,0.141739,0.731192,3,-0.252809,0.134825,0.816538
11880,-7.176487,-7.195316,1,0.507601,0.142067,0.740898,3,-0.253377,0.136510,0.830774
11940,7.116712,6.837160,1,0.507680,0.140041,0.755227,3,-0.257996,0.140671,0.864987
12000,-7.116712,-6.837160,1,0.512646,0.138789,0.787106,3,-0.261730,0.141846,0.884290
12060,-7.364409,-6.760976,3,-0.264833,0.143468,0.886012,2,-9999.000000,-9999.000000,-9999.000000
12120,-7.364409,-6.760976,1,0.501806,0.142832,0.816353,3,-0.270008,0.145256,0.900852
12180,-7.416768,-6.836416,3,-0.276262,0.139553,0.904461,2,-9999.000000,-9999.000000,-9999.000000
12240,-7.416768,-6.836416,3,-0.300992,0.153452,0.953443,2,-9999.000000,-9999.000000,-9999.000000
12300,-7.132311,-6.575641,1,0.465482,0.137937,0.873504,3,-0.309853,0.141480,0.953375
12360,-7.132311,-6.575641,3,-0.326902,0.146702,0.981298,1,0.466383,0.141766,0.913186
12420,-6.572544,-6.503796,3,-0.325869,0.148139,0.971369,1,0.463385,0.144119,0.926137
12480,-6.572544,-6.503796,1,0.445083,0.138625,0.902385,3,-0.316906,0.139910,0.959747
12540,6.514455,6.675525,1,0.454666,0.145337,0.939920,3,-0.320901,0.141215,0.983877
12600,7.519984,7.680016,3,-0.340979,0.143566,1.029301,2,-9999.000000,-9999.000000,-9999.000000
12660,6.588265,6.296939,3,-0.350081,0.143331,1.026225,2,-9999.000000,-9999.000000,-9999.000000
12720,6.588265,6.296939,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
12780,6.588265,0.000000,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
12840,6.588265,0.000000,1,0.444111,0.139789,0.999115,3,-0.334021,0.131057,1.006159
12900,6.588265,6.296939,1,0.459284,0.161920,1.021480,3,-0.340421,0.152222,1.029015
12960,6.588265,6.296939,1,0.447117,0.143873,0.985198,3,-0.340994,0.140683,1.029608
13020,1.810231,1.903082,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
13080,1.810231,1.903082,1,0.438360,0.148219,0.970253,3,-0.351079,0.144983,1.015094
13140,4.551384,4.534460,1,0.438267,0.150485,0.977067,3,-0.353034,0.145337,0.990808
13200,4.551384,4.534460,1,0.415105,0.142422,0.934283,3,-0.358299,0.144587,0.969337
13260,5.401082,6.273726,1,0.412405,0.142434,0.935153,3,-0.369458,0.145129,0.959343
13320,5.401082,6.273726,1,0.407501,0.142608,0.927392,2,-9999.000000,-9999.000000,-9999.000000
13380,5.743290,6.585778,1,0.395467,0.140906,0.913483,3,-0.387586,0.143531,0.939325
13440,5.743290,6.585778,1,0.387852,0.141864,0.913006,3,-0.404187,0.146046,0.932963
13500,5.868939,6.279937,1,0.376814,0.142247,0.895246,3,-0.404635,0.144336,0.895813
13560,5.868939,6.279937,1,0.372838,0.141783,0.880405,3,-0.403603,0.141388,0.866561
13620,5.812931,5.904142,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
13680,5.812931,5.904142,1,0.376517,0.143461,0.873758,3,-0.403376,0.141387,0.845071
13740,6.144213,5.961195,1,0.370695,0.143562,0.853446,3,-0.403900,0.138919,0.824356
13800,6.144213,5.961195,1,0.369626,0.141169,0.834987,3,-0.407719,0.137434,0.820156
13860,6.287104,6.158070,1,0.372569,0.146185,0.833369,3,-0.408917,0.135894,0.805593
13920,6.287104,6.158070,1,0.377222,0.143856,0.813155,3,-0.398923,0.130789,0.784786
13980,6.610805,5.857608,1,0.382861,0.142881,0.799127,3,-0.398555,0.132820,0.791083
14040,6.610805,5.857608,3,-0.374356,0.128626,0.765071,1,0.401313,0.143660,0.786294
14100,6.779881,5.854768,3,-0.362998,0.132793,0.771283,2,-9999.000000,-9999.000000,-9999.000000
14160,6.779881,5.854768,3,-0.341895,0.132422,0.766511,2,-9999.000000,-9999.000000,-9999.000000
14220,7.352166,5.815623,3,-0.316229,0.136054,0.765588,2,-9999.000000,-9999.000000,-9999.000000
14280,7.352166,5.815623,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
14340,7.539016,5.786738,3,-0.269015,0.135604,0.747489,2,-9999.000000,-9999.000000,-9999.000000
14400,7.539016,5.786738,3,-0.244271,0.135744,0.748854,2,-9999.000000,-9999.000000,-9999.000000
14460,7.194657,6.089166,3,-0.218531,0.133034,0.717956,2,-9999.000000,-9999.000000,-9999.000000
14520,7.194657,6.089166,3,-0.203580,0.132649,0.703480,2,-9999.000000,-9999.000000,-9999.000000
14580,7.084198,6.224786,3,-0.195862,0.132716,0.694852,2,-9999.000000,-9999.000000,-9999.000000
14640,7.084198,6.224786,3,-0.184872,0.133238,0.696812,2,-9999.000000,-9999.000000,-9999.000000
14700,6.977778,6.509458,3,-0.173423,0.131988,0.688360,2,-9999.000000,-9999.000000,-9999.000000
14760,7.500000,7.500000,3,-0.167104,0.134883,0.668517,2,-9999.000000,-9999.000000,-9999.000000
14820,-6.999086,6.585501,3,-0.164655,0.133422,0.654566,2,-9999.000000,-9999.000000,-9999.000000
14880,-6.999086,6.585501,3,-0.167657,0.130027,0.655507,2,-9999.000000,-9999.000000,-9999.000000
14940,-3.404071,5.965896,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
15000,-3.404071,5.965896,1,-9999.000000,-9999.000000,-9999.000000,3,-9999.000000,-9999.000000,-9999.000000
15060,-3.404071,5.965896,3,-0.276255,0.128456,0.585791,2,-9999.000000,-9999.000000,-9999.000000
15120,3.404071,5.965896,1,0.490824,0.136347,0.523652,3,-0.272271,0.130534,0.585901
15180,0.000000,0.000000,3,-0.272495,0.130219,0.589829,1,0.492601,0.135714,0.522195
15240,-0.000000,0.000000,3,-0.274628,0.130746,0.592262,1,0.485021,0.133003,0.515316
15300,-0.000000,0.000000,3,-0.274628,0.130746,0.592262,1,0.485282,0.133957,0.515373
15360,0.000000,0.000000,3,-0.272509,0.129199,0.587944,1,0.484255,0.133311,0.514482
15420,7.500000,7.500000,3,-0.272509,0.129199,0.587944,1,0.484255,0.133311,0.514482
15480,0.000000,0.000000,3,-0.274628,0.130746,0.592262,1,0.485021,0.133003,0.515316
15540,0.000000,0.000000,3,-0.272595,0.129613,0.586489,1,0.490348,0.134893,0.522738
15600,-0.000000,0.000000,3,-0.272595,0.129613,0.586489,1,0.495649,0.135984,0.528385
15660,0.000000,0.000000,3,-0.272595,0.129613,0.586489,1,0.490547,0.134879,0.522025
15720,-0.000000,0.000000,3,-0.272509,0.129199,0.587944,1,0.484255,0.133311,0.514482
15780,0.000000,0.000000,3,-0.272509,0.129199,0.587944,1,0.484255,0.133311,0.514482
15840,-0.000000,0.000000,3,-0.272509,0.129199,0.587944,1,0.484255,0.133311,0.514482
